,molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,base_rdkit_smiles,molecular_weight
27027,CHEMBL3979347,CC(C)c1cccc(-c2c(C(=O)O)c(N(C)C)nc3ccc(Cl)cc23)c1,IC50,'=',9700.0,nM,5.01,CC(C)c1cccc(-c2c(C(=O)O)c(N(C)C)nc3ccc(Cl)cc23)c1,368.86
27029,CHEMBL3907541,O=C(NCc1ccc(NS(=O)(=O)C2CCCC2)cc1)c1cc2cnccc2[nH]1,IC50,'=',360.0,nM,6.44,O=C(NCc1ccc(NS(=O)(=O)C2CCCC2)cc1)c1cc2cnccc2[nH]1,398.49
27030,CHEMBL4097275,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,IC50,'=',2500.0,nM,5.6,CC(C)(C)c1ccccc1Oc1ccc(-c2cccc(C(=O)O)c2)cc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,564.56
27031,CHEMBL4217292,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,IC50,'=',22000.0,nM,4.66,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,425.41
27121,CHEMBL2392711,CNc1nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)nc(N2CCN(C)CC2)n1,IC50,'=',16000.0,nM,4.8,CNc1nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)nc(N2CCN(C)CC2)n1,492.55
27122,CHEMBL4471614,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)c(F)c2)cn1,IC50,'=',940.0,nM,6.03,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)c(F)c2)cn1,431.49
27170,CHEMBL3645525,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',3900.0,nM,5.41,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,447.55
27178,CHEMBL3664659,CC[C@@H](c1ccc(-c2ccc(=O)n(CC)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',20300.0,nM,4.69,CC[C@@H](c1ccc(-c2ccc(=O)n(CC)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,488.63
27222,CHEMBL3903048,COc1cc(-c2ccccc2C(F)(F)F)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,IC50,'=',510.0,nM,6.29,COc1cc(-c2ccccc2C(F)(F)F)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,559.5
27267,CHEMBL4095693,COc1cccc(C2=NC(C(F)(F)F)(C(F)(F)F)c3c(n(-c4ccc(Cl)cc4)c(=O)[nH]c3=O)N2)c1,IC50,'=',3780.0,nM,5.42,COc1cccc(C2=NC(C(F)(F)F)(C(F)(F)F)c3c(n(-c4ccc(Cl)cc4)c(=O)[nH]c3=O)N2)c1,518.8
27268,CHEMBL4079193,Cn1c2c(c(=O)n(C)c1=O)C(C(F)(F)F)(C(F)(F)F)N=C(c1cccc([N+](=O)[O-])c1)N2,IC50,'=',470.0,nM,6.33,Cn1c2c(c(=O)n(C)c1=O)C(C(F)(F)F)(C(F)(F)F)N=C(c1cccc([N+](=O)[O-])c1)N2,451.28
27269,CHEMBL4592312,COCCOc1ccccc1C1C(C(=O)C(C)(C)C)=C(O)C(=O)N1c1ccc(-c2ccsc2)cc1,IC50,'=',5000.0,nM,5.3,COCCOc1ccccc1C1C(C(=O)C(C)(C)C)=C(O)C(=O)N1c1ccc(-c2ccsc2)cc1,491.61
27280,CHEMBL4077770,O=C(Nc1cccc(F)n1)c1cc(Oc2cncc(F)c2)cn2ccnc12,IC50,'=',1600.0,nM,5.8,O=C(Nc1cccc(F)n1)c1cc(Oc2cncc(F)c2)cn2ccnc12,367.32
27290,CHEMBL2393177,Cc1cncc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,IC50,'=',644.0,nM,6.19,Cc1cncc(CNC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,390.47
27332,CHEMBL1668249,O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,IC50,'=',29000.0,nM,4.54,O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,598.02
27418,CHEMBL638,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,IC50,'=',3620.0,nM,5.44,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,349.32
27501,CHEMBL1672621,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,IC50,'=',25000.0,nM,4.6,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,317.35
27518,CHEMBL4063810,[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',560.0,nM,6.25,[H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,337.4
27526,CHEMBL1631095,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,IC50,'=',20300.0,nM,4.69,NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,442.32
27527,CHEMBL3545241,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,IC50,'=',17400.0,nM,4.76,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,349.37
27531,CHEMBL3921690,COc1cc(-c2ccc(F)c(C)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,IC50,'=',2300.0,nM,5.64,COc1cc(-c2ccc(F)c(C)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,505.53
27558,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,IC50,'=',27900.0,nM,4.55,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,294.39
27559,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,IC50,'=',12100.0,nM,4.92,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,294.39
27706,CHEMBL3669005,COc1ncccc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,IC50,'=',5000.0,nM,5.3,COc1ncccc1CNc1ncc(Cc2c[nH]c3ncc(C)cc23)cn1,360.42
27739,CHEMBL4539619,Cc1cc(-c2cnc3ccn(Cc4ccccn4)c3c2)ccc1F,IC50,'=',3200.0,nM,5.5,Cc1cc(-c2cnc3ccn(Cc4ccccn4)c3c2)ccc1F,317.37
27776,CHEMBL4460028,CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,IC50,'=',23000.0,nM,4.64,CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,496.58
27780,CHEMBL1096380,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',530.0,nM,6.28,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,336.4
27788,CHEMBL3968095,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cncc(S(C)(=O)=O)c4)cc23)c1F,IC50,'=',5000.0,nM,5.3,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cncc(S(C)(=O)=O)c4)cc23)c1F,534.57
27855,CHEMBL3923283,C[C@H]1Cc2c(nnn2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,IC50,'=',5500.0,nM,5.26,C[C@H]1Cc2c(nnn2-c2cnccn2)CN1C(=O)c1cccc(C(F)(F)F)c1Cl,422.8
27860,CHEMBL4443161,O=C1Cc2cc(-c3c(-c4ccc(F)cc4)nc4c(N5CCOCC5)nccn34)ccc2N1,IC50,'=',500.0,nM,6.3,O=C1Cc2cc(-c3c(-c4ccc(F)cc4)nc4c(N5CCOCC5)nccn34)ccc2N1,429.46
27865,CHEMBL3664717,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',30000.0,nM,4.52,C[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,460.57
27867,CHEMBL3896657,O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1,IC50,'=',38300.0,nM,4.42,O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1,368.28
27868,CHEMBL3819606,CC1=CSC(OCC(F)(F)F)(c2ccccc2)c2noc(=O)n21,IC50,'=',18400.0,nM,4.74,CC1=CSC(OCC(F)(F)F)(c2ccccc2)c2noc(=O)n21,344.31
27871,CHEMBL3664696,C[C@@H](c1ccc(-c2ccn(C(F)F)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',37000.0,nM,4.43,C[C@@H](c1ccc(-c2ccn(C(F)F)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,496.55
27879,CHEMBL3408947,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2,IC50,'=',940.0,nM,6.03,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2,534.66
27880,CHEMBL3408951,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc([C@H](C)N5CCOCC5)cc4)n[nH]c3c1)C(=O)N2C,IC50,'=',440.0,nM,6.36,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc([C@H](C)N5CCOCC5)cc4)n[nH]c3c1)C(=O)N2C,534.66
27892,CHEMBL4455132,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)c(F)c1,IC50,'=',6400.0,nM,5.19,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)c(F)c1,446.24
27904,CHEMBL2207099,Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,IC50,'=',1584.89,nM,5.8,Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,433.71
27906,CHEMBL2017273,COc1cc2c(Nc3ccccc3F)c(C(N)=O)cnc2cc1-c1c(C)noc1C,IC50,'=',600.0,nM,6.22,COc1cc2c(Nc3ccccc3F)c(C(N)=O)cnc2cc1-c1c(C)noc1C,406.42
27924,CHEMBL605078,C[C@H](O)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',2400.0,nM,5.62,C[C@H](O)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,451.88
27929,CHEMBL1085616,CC(Cc1ccn(-c2ccc(O)cn2)n1)C(=O)NC1=C(C(=O)O)CC(c2cc(F)cc(F)c2)CC1,IC50,'=',23000.0,nM,4.64,CC(Cc1ccn(-c2ccc(O)cn2)n1)C(=O)NC1=C(C(=O)O)CC(c2cc(F)cc(F)c2)CC1,482.49
28019,CHEMBL4576867,OCc1cccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)c1,IC50,'=',8600.0,nM,5.07,OCc1cccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)c1,334.81
28026,CHEMBL3628113,Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3cccc(F)c3C2=O)c(Cl)c1,IC50,'=',6450.0,nM,5.19,Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3cccc(F)c3C2=O)c(Cl)c1,398.78
28075,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,IC50,'=',7500.0,nM,5.12,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,350.5
28102,CHEMBL1898239,COc1ccc(-c2noc(CSc3nnc(C)n3-c3ccc(OC)cc3)n2)cc1,IC50,'=',21000.0,nM,4.68,COc1ccc(-c2noc(CSc3nnc(C)n3-c3ccc(OC)cc3)n2)cc1,409.47
28103,CHEMBL2017285,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(Cc3ccccc3)c12,IC50,'=',1200.0,nM,5.92,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(Cc3ccccc3)c12,400.44
28108,CHEMBL3917415,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,IC50,'=',16000.0,nM,4.8,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,521.92
28111,CHEMBL3353341,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,IC50,'=',1600.0,nM,5.8,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,506.61
28124,CHEMBL2407897,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1,IC50,'=',1300.0,nM,5.89,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1,420.52
28126,CHEMBL4545044,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,IC50,'=',14500.0,nM,4.84,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,417.44
28130,CHEMBL478649,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,IC50,'=',3981.07,nM,5.4,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,348.45
28135,CHEMBL3580669,CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,IC50,'=',12000.0,nM,4.92,CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,405.48
28137,CHEMBL3353881,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(C(F)(F)F)cc2)on1,IC50,'=',17000.0,nM,4.77,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(C(F)(F)F)cc2)on1,395.38
28272,CHEMBL3774871,CN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,IC50,'=',2828.0,nM,5.55,CN1CCC2(CC1)C(=O)Nc1cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc12,440.52
28274,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',40000.0,nM,4.4,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44
28280,CHEMBL2386079,O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1cccc3ccccc13)CC2,IC50,'=',40000.0,nM,4.4,O=C(O)Cn1c2c(c3ccccc31)CN(C(=O)c1cccc3ccccc13)CC2,384.44
28282,CHEMBL4474161,Cc1cc(C(=O)NC2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cnc1N,IC50,'=',9.2,nM,8.04,Cc1cc(C(=O)NC2CCC(=Cc3cccc(Oc4ccc(C(F)(F)F)cn4)c3)CC2)cnc1N,482.51
28283,CHEMBL3664662,CC[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',29000.0,nM,4.54,CC[C@@H](c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,474.6
28289,CHEMBL3664680,C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,IC50,'=',4000.0,nM,5.4,C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,500.64
28304,CHEMBL2407897,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1,IC50,'=',1400.0,nM,5.85,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1,420.52
28317,CHEMBL3669002,Cc1cnc2[nH]cc(Cc3cnc(NCc4cccc(C)n4)nc3)c2c1,IC50,'=',5000.0,nM,5.3,Cc1cnc2[nH]cc(Cc3cnc(NCc4cccc(C)n4)nc3)c2c1,344.42
28320,CHEMBL3673960,COc1cnc2[nH]cc(Cc3ccc(NCc4cccnc4OC)nc3F)c2c1,IC50,'=',5000.0,nM,5.3,COc1cnc2[nH]cc(Cc3ccc(NCc4cccnc4OC)nc3F)c2c1,393.42
28325,CHEMBL1778663,Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)n[nH]1,IC50,'=',1700.0,nM,5.77,Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)n[nH]1,356.47
28326,CHEMBL3739863,O=C([C@@H]1COC(c2nc3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)=N1)N1CCCC1,IC50,'=',12400.0,nM,4.91,O=C([C@@H]1COC(c2nc3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)=N1)N1CCCC1,414.37
28339,CHEMBL24944,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,IC50,'=',2000.0,nM,5.7,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,449.92
28344,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,'=',10200.0,nM,4.99,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,302.24
28361,CHEMBL3914727,COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)nc(C)n1,IC50,'=',6616.0,nM,5.18,COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)nc(C)n1,427.53
28377,CHEMBL3689756,COc1cc2cnc(C(O)(c3cnn[nH]3)C(C)C)cc2cc1OC,IC50,'=',33000.0,nM,4.48,COc1cc2cnc(C(O)(c3cnn[nH]3)C(C)C)cc2cc1OC,328.37
28397,CHEMBL4576513,Cc1nc2sc3c(NCc4ccco4)nn(C)c3c2c(C)c1Cl,IC50,'=',1000.0,nM,6.0,Cc1nc2sc3c(NCc4ccco4)nn(C)c3c2c(C)c1Cl,346.84
28406,CHEMBL4557670,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,IC50,'=',3500.0,nM,5.46,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,425.44
28430,CHEMBL3092189,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)c1,IC50,'=',96000.0,nM,4.02,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(OC(=O)N(C)C)cc3oc2=O)c1,445.5
28433,CHEMBL3942381,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N(C)C)nc4)cc23)c1F,IC50,'=',5000.0,nM,5.3,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(N(C)C)nc4)cc23)c1F,500.53
28434,CHEMBL3260743,CCn1nc2c(-c3ccc(Cl)cc3)c(-c3ccncc3)c(=O)n(Cc3ccc(C(F)(F)F)nc3C)n2c1=O,IC50,'=',4200.0,nM,5.38,CCn1nc2c(-c3ccc(Cl)cc3)c(-c3ccncc3)c(=O)n(Cc3ccc(C(F)(F)F)nc3C)n2c1=O,540.93
28441,CHEMBL2018484,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@@H](Cc2ccccc2)CN1C(=O)Cn1cncn1,IC50,'=',2286.0,nM,5.64,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@@H](Cc2ccccc2)CN1C(=O)Cn1cncn1,499.55
28445,CHEMBL2017283,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3C(C)(C)C)c12,IC50,'=',900.0,nM,6.05,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3C(C)(C)C)c12,442.52
28481,CHEMBL592017,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Br)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',690.0,nM,6.16,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Br)c2ccc(C#N)c(Cl)c2)C1,468.8
28499,CHEMBL593595,CC(O)C1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,IC50,'=',1000.0,nM,6.0,CC(O)C1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,623.07
28524,CHEMBL607030,CCC(=O)N1CC[C@H](N(Cc2ccccc2Br)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',3000.0,nM,5.52,CCC(=O)N1CC[C@H](N(Cc2ccccc2Br)c2ccc(C#N)c(Cl)c2)C1,446.78
28525,CHEMBL596133,CS(=O)(=O)NC1CC12CCN(S(=O)(=O)c1cc(Cl)ccc1S(=O)(=O)c1ccccc1F)CC2,IC50,'=',13000.0,nM,4.89,CS(=O)(=O)NC1CC12CCN(S(=O)(=O)c1cc(Cl)ccc1S(=O)(=O)c1ccccc1F)CC2,537.06
28529,CHEMBL1210552,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(S(F)(F)(F)(F)F)cc3)C2)n1C,IC50,'=',9000.0,nM,5.05,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(S(F)(F)(F)(F)F)cc3)C2)n1C,521.58
28532,CHEMBL560537,O=C(NCCC(c1ccccc1)c1ccccc1)c1cccnc1,IC50,'=',30000.0,nM,4.52,O=C(NCCC(c1ccccc1)c1ccccc1)c1cccnc1,316.4
28533,CHEMBL497418,Cc1nc2c(NCc3ccccc3)cc(-n3ccccc3=O)cn2c1C,IC50,'=',13000.0,nM,4.89,Cc1nc2c(NCc3ccccc3)cc(-n3ccccc3=O)cn2c1C,344.42
28534,CHEMBL496387,Cc1cccc(C)c1CNc1cc(-n2ncccc2=O)cn2c(C)c(C)nc12,IC50,'=',4200.0,nM,5.38,Cc1cccc(C)c1CNc1cc(-n2ncccc2=O)cn2c(C)c(C)nc12,373.46
28563,CHEMBL3647536,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,IC50,'=',11000.0,nM,4.96,CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21,440.5
28565,CHEMBL1262,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,'=',3000.0,nM,5.52,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,429.13
28567,CHEMBL3771105,Cc1nc2c([N+](=O)[O-])c(Cl)c(Cl)cc2n1Cc1ccc(B2OC(=O)CN(C)CC(=O)O2)cc1,IC50,'=',1720.0,nM,5.76,Cc1nc2c([N+](=O)[O-])c(Cl)c(Cl)cc2n1Cc1ccc(B2OC(=O)CN(C)CC(=O)O2)cc1,491.1
28569,CHEMBL608263,O=C(O)c1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,IC50,'=',20000.0,nM,4.7,O=C(O)c1ccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)cc1,423.3
28573,CHEMBL3905467,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cncn3C)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,IC50,'=',27000.0,nM,4.57,CN[C@@H](C)C(=O)Nc1ccc(-c2c(-c3cncn3C)nc3cc(C)ccn23)c(C#Cc2ccc3c(C)nccc3c2)n1,554.66
28577,CHEMBL2407749,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,IC50,'=',20.0,nM,7.7,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,364.41
28581,CHEMBL4560579,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,IC50,'=',25000.0,nM,4.6,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,473.51
28583,CHEMBL2070147,CCS(=O)(=O)c1ccc2[nH]c(-c3cc(-c4ccccc4)ccc3F)nc2c1,IC50,'=',17000.0,nM,4.77,CCS(=O)(=O)c1ccc2[nH]c(-c3cc(-c4ccccc4)ccc3F)nc2c1,380.44
28584,CHEMBL1829763,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,IC50,'=',4100.0,nM,5.39,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,455.48
28585,CHEMBL1829768,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,IC50,'=',5100.0,nM,5.29,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,437.49
28588,CHEMBL4171558,Cl.Cl.NCC#Cc1cccnc1,IC50,'=',30000.0,nM,4.52,NCC#Cc1cccnc1,205.09
